"DATE","PROVINCE","REGION","AGEGROUP","SEX","CASES"
"2020-03-20","Antwerpen","Flanders","40-49","M",1
"2020-03-20","Antwerpen","Flanders","40-49","F",4
"2020-03-20","Antwerpen","Flanders","50-59","M",5
"2020-03-20","Antwerpen","Flanders","50-59","F",6
"2020-03-20","Antwerpen","Flanders","60-69","M",13
"2020-03-20","Antwerpen","Flanders","60-69","F",1
"2020-03-20","Antwerpen","Flanders","70-79","M",9
"2020-03-20","Antwerpen","Flanders","70-79","F",2
"2020-03-20","Antwerpen","Flanders","80-89","M",4
"2020-03-20","Antwerpen","Flanders","80-89","F",5
"2020-03-20","Antwerpen","Flanders","90+","M",1
"2020-03-20","Antwerpen","Flanders","90+","F",1
"2020-03-20","BrabantWallon","Wallonia","20-29","M",1
"2020-03-20","BrabantWallon","Wallonia","30-39","M",1
"2020-03-20","BrabantWallon","Wallonia","30-39","F",4
"2020-03-20","BrabantWallon","Wallonia","40-49","F",2
"2020-03-20","BrabantWallon","Wallonia","50-59","M",1
"2020-03-20","BrabantWallon","Wallonia","50-59","F",3
"2020-03-20","BrabantWallon","Wallonia","60-69","F",2
"2020-03-20","BrabantWallon","Wallonia","70-79","M",2
"2020-03-20","BrabantWallon","Wallonia","70-79","F",1
"2020-03-20","BrabantWallon","Wallonia","80-89","F",1
"2020-03-20","BrabantWallon","Wallonia","90+","F",1
"2020-03-20","Brussels","Brussels","20-29","M",1
"2020-03-20","Brussels","Brussels","30-39","M",5
"2020-03-20","Brussels","Brussels","30-39","F",4
"2020-03-20","Brussels","Brussels","40-49","M",4
"2020-03-20","Brussels","Brussels","40-49","F",7
"2020-03-20","Brussels","Brussels","50-59","M",3
"2020-03-20","Brussels","Brussels","50-59","F",9
"2020-03-20","Brussels","Brussels","60-69","M",5
"2020-03-20","Brussels","Brussels","60-69","F",5
"2020-03-20","Brussels","Brussels","70-79","M",6
"2020-03-20","Brussels","Brussels","70-79","F",6
"2020-03-20","Brussels","Brussels","80-89","M",2
"2020-03-20","Brussels","Brussels","80-89","F",5
"2020-03-20","Brussels","Brussels","90+","M",2
"2020-03-20","Brussels","Brussels","90+","F",6
"2020-03-20","Hainaut","Wallonia","0-9","M",1
"2020-03-20","Hainaut","Wallonia","20-29","M",2
"2020-03-20","Hainaut","Wallonia","30-39","M",5
"2020-03-20","Hainaut","Wallonia","30-39","F",9
"2020-03-20","Hainaut","Wallonia","30-39",NA,1
"2020-03-20","Hainaut","Wallonia","40-49","M",6
"2020-03-20","Hainaut","Wallonia","40-49","F",12
"2020-03-20","Hainaut","Wallonia","50-59","M",9
"2020-03-20","Hainaut","Wallonia","50-59","F",3
"2020-03-20","Hainaut","Wallonia","60-69","M",2
"2020-03-20","Hainaut","Wallonia","60-69","F",6
"2020-03-20","Hainaut","Wallonia","70-79","M",8
"2020-03-20","Hainaut","Wallonia","70-79","F",4
"2020-03-20","Hainaut","Wallonia","80-89","M",5
"2020-03-20","Hainaut","Wallonia","80-89","F",4
"2020-03-20","Hainaut","Wallonia","90+","F",2
"2020-03-20","Liège","Wallonia","0-9","M",2
"2020-03-20","Liège","Wallonia","0-9","F",1
"2020-03-20","Liège","Wallonia","20-29","M",6
"2020-03-20","Liège","Wallonia","20-29","F",2
"2020-03-20","Liège","Wallonia","30-39","M",3
"2020-03-20","Liège","Wallonia","30-39","F",3
"2020-03-20","Liège","Wallonia","40-49","M",9
"2020-03-20","Liège","Wallonia","40-49","F",2
"2020-03-20","Liège","Wallonia","50-59","M",4
"2020-03-20","Liège","Wallonia","50-59","F",9
"2020-03-20","Liège","Wallonia","60-69","M",8
"2020-03-20","Liège","Wallonia","60-69","F",6
"2020-03-20","Liège","Wallonia","70-79","M",2
"2020-03-20","Liège","Wallonia","70-79","F",10
"2020-03-20","Liège","Wallonia","80-89","M",1
"2020-03-20","Liège","Wallonia","80-89","F",5
"2020-03-20","Limburg","Flanders","0-9","F",2
"2020-03-20","Limburg","Flanders","10-19","F",1
"2020-03-20","Limburg","Flanders","20-29","M",8
"2020-03-20","Limburg","Flanders","20-29","F",4
"2020-03-20","Limburg","Flanders","30-39","M",2
"2020-03-20","Limburg","Flanders","30-39","F",6
"2020-03-20","Limburg","Flanders","40-49","M",4
"2020-03-20","Limburg","Flanders","40-49","F",10
"2020-03-20","Limburg","Flanders","50-59","M",7
"2020-03-20","Limburg","Flanders","50-59","F",13
"2020-03-20","Limburg","Flanders","60-69","M",14
"2020-03-20","Limburg","Flanders","60-69","F",3
"2020-03-20","Limburg","Flanders","70-79","M",10
"2020-03-20","Limburg","Flanders","70-79","F",4
"2020-03-20","Limburg","Flanders","80-89","M",13
"2020-03-20","Limburg","Flanders","80-89","F",8
"2020-03-20","Limburg","Flanders","90+","M",2
"2020-03-20","Luxembourg","Wallonia","10-19","M",1
"2020-03-20","Luxembourg","Wallonia","60-69","M",1
"2020-03-20","Luxembourg","Wallonia","70-79","F",1
"2020-03-20","Namur","Wallonia","20-29","M",1
"2020-03-20","Namur","Wallonia","20-29","F",1
"2020-03-20","Namur","Wallonia","30-39","F",1
"2020-03-20","Namur","Wallonia","40-49","M",3
"2020-03-20","Namur","Wallonia","50-59","M",2
"2020-03-20","Namur","Wallonia","60-69","M",1
"2020-03-20","Namur","Wallonia","60-69","F",2
"2020-03-20","Namur","Wallonia","70-79","M",3
"2020-03-20","Namur","Wallonia","90+","F",1
"2020-03-20","OostVlaanderen","Flanders","20-29","M",1
"2020-03-20","OostVlaanderen","Flanders","20-29","F",1
"2020-03-20","OostVlaanderen","Flanders","30-39","M",4
"2020-03-20","OostVlaanderen","Flanders","30-39","F",2
"2020-03-20","OostVlaanderen","Flanders","40-49","M",7
"2020-03-20","OostVlaanderen","Flanders","40-49","F",10
"2020-03-20","OostVlaanderen","Flanders","50-59","M",9
"2020-03-20","OostVlaanderen","Flanders","50-59","F",6
"2020-03-20","OostVlaanderen","Flanders","60-69","M",8
"2020-03-20","OostVlaanderen","Flanders","60-69","F",6
"2020-03-20","OostVlaanderen","Flanders","70-79","M",5
"2020-03-20","OostVlaanderen","Flanders","70-79","F",2
"2020-03-20","OostVlaanderen","Flanders","80-89","M",3
"2020-03-20","OostVlaanderen","Flanders","80-89","F",5
"2020-03-20","OostVlaanderen","Flanders","90+","M",3
"2020-03-20","OostVlaanderen","Flanders","90+","F",2
"2020-03-20","VlaamsBrabant","Flanders","20-29","F",2
"2020-03-20","VlaamsBrabant","Flanders","20-29",NA,1
"2020-03-20","VlaamsBrabant","Flanders","30-39","M",6
"2020-03-20","VlaamsBrabant","Flanders","30-39","F",2
"2020-03-20","VlaamsBrabant","Flanders","40-49","M",6
"2020-03-20","VlaamsBrabant","Flanders","40-49","F",9
"2020-03-20","VlaamsBrabant","Flanders","50-59","M",8
"2020-03-20","VlaamsBrabant","Flanders","50-59","F",10
"2020-03-20","VlaamsBrabant","Flanders","50-59",NA,1
"2020-03-20","VlaamsBrabant","Flanders","60-69","M",6
"2020-03-20","VlaamsBrabant","Flanders","60-69","F",6
"2020-03-20","VlaamsBrabant","Flanders","70-79","M",3
"2020-03-20","VlaamsBrabant","Flanders","70-79","F",5
"2020-03-20","VlaamsBrabant","Flanders","80-89","M",5
"2020-03-20","VlaamsBrabant","Flanders","80-89","F",4
"2020-03-20","VlaamsBrabant","Flanders","90+","F",3
"2020-03-20","WestVlaanderen","Flanders","10-19","F",1
"2020-03-20","WestVlaanderen","Flanders","20-29","M",1
"2020-03-20","WestVlaanderen","Flanders","20-29","F",2
"2020-03-20","WestVlaanderen","Flanders","30-39","M",1
"2020-03-20","WestVlaanderen","Flanders","30-39","F",4
"2020-03-20","WestVlaanderen","Flanders","40-49","M",5
"2020-03-20","WestVlaanderen","Flanders","40-49","F",8
"2020-03-20","WestVlaanderen","Flanders","50-59","M",5
"2020-03-20","WestVlaanderen","Flanders","50-59","F",8
"2020-03-20","WestVlaanderen","Flanders","60-69","M",6
"2020-03-20","WestVlaanderen","Flanders","60-69","F",3
"2020-03-20","WestVlaanderen","Flanders","70-79","M",3
"2020-03-20","WestVlaanderen","Flanders","70-79","F",8
"2020-03-20","WestVlaanderen","Flanders","80-89","M",2
"2020-03-20","WestVlaanderen","Flanders","80-89","F",6
"2020-03-20","WestVlaanderen","Flanders","90+","F",1
"2020-03-21",NA,NA,"20-29","F",2
"2020-03-21",NA,NA,"30-39",NA,1
"2020-03-21",NA,NA,"40-49","M",1
"2020-03-21",NA,NA,"50-59","M",1
"2020-03-21",NA,NA,"50-59","F",1
"2020-03-21",NA,NA,"60-69","M",1
"2020-03-21",NA,NA,"60-69","F",1
"2020-03-21",NA,NA,"70-79","F",1
"2020-03-21",NA,NA,"80-89","M",1
"2020-03-21",NA,NA,"80-89","F",1
"2020-03-21",NA,NA,"80-89",NA,1
"2020-03-21",NA,NA,"90+","F",1
"2020-03-21",NA,NA,NA,NA,1
"2020-03-21","Antwerpen","Flanders","20-29","M",1
"2020-03-21","Antwerpen","Flanders","20-29","F",2
"2020-03-21","Antwerpen","Flanders","30-39","F",3
"2020-03-21","Antwerpen","Flanders","40-49","M",7
"2020-03-21","Antwerpen","Flanders","40-49","F",3
"2020-03-21","Antwerpen","Flanders","50-59","M",8
"2020-03-21","Antwerpen","Flanders","50-59","F",5
"2020-03-21","Antwerpen","Flanders","60-69","M",2
"2020-03-21","Antwerpen","Flanders","60-69","F",3
"2020-03-21","Antwerpen","Flanders","70-79","M",6
"2020-03-21","Antwerpen","Flanders","70-79","F",10
"2020-03-21","Antwerpen","Flanders","80-89","M",7
"2020-03-21","Antwerpen","Flanders","80-89","F",2
"2020-03-21","Antwerpen","Flanders","90+","M",1
"2020-03-21","Antwerpen","Flanders","90+","F",3
"2020-03-21","BrabantWallon","Wallonia","30-39","F",1
"2020-03-21","BrabantWallon","Wallonia","40-49","F",3
"2020-03-21","BrabantWallon","Wallonia","50-59","M",1
"2020-03-21","BrabantWallon","Wallonia","50-59","F",1
"2020-03-21","BrabantWallon","Wallonia","60-69","M",2
"2020-03-21","BrabantWallon","Wallonia","60-69","F",2
"2020-03-21","BrabantWallon","Wallonia","70-79","M",2
"2020-03-21","BrabantWallon","Wallonia","80-89","M",1
"2020-03-21","BrabantWallon","Wallonia","90+","M",1
"2020-03-21","Brussels","Brussels","0-9","F",2
"2020-03-21","Brussels","Brussels","20-29","M",1
"2020-03-21","Brussels","Brussels","20-29","F",3
"2020-03-21","Brussels","Brussels","30-39","M",2
"2020-03-21","Brussels","Brussels","30-39","F",1
"2020-03-21","Brussels","Brussels","40-49","M",4
"2020-03-21","Brussels","Brussels","40-49","F",4
"2020-03-21","Brussels","Brussels","50-59","M",6
"2020-03-21","Brussels","Brussels","50-59","F",1
"2020-03-21","Brussels","Brussels","50-59",NA,1
"2020-03-21","Brussels","Brussels","60-69","M",5
"2020-03-21","Brussels","Brussels","60-69","F",4
"2020-03-21","Brussels","Brussels","70-79","M",5
"2020-03-21","Brussels","Brussels","70-79","F",2
"2020-03-21","Brussels","Brussels","80-89","F",1
"2020-03-21","Brussels","Brussels","90+","M",1
"2020-03-21","Brussels","Brussels","90+","F",1
"2020-03-21","Hainaut","Wallonia","20-29","M",2
"2020-03-21","Hainaut","Wallonia","30-39","M",4
"2020-03-21","Hainaut","Wallonia","30-39","F",3
"2020-03-21","Hainaut","Wallonia","40-49","M",4
"2020-03-21","Hainaut","Wallonia","40-49","F",5
"2020-03-21","Hainaut","Wallonia","50-59","M",6
"2020-03-21","Hainaut","Wallonia","50-59","F",6
"2020-03-21","Hainaut","Wallonia","60-69","M",6
"2020-03-21","Hainaut","Wallonia","60-69","F",3
"2020-03-21","Hainaut","Wallonia","70-79","M",7
"2020-03-21","Hainaut","Wallonia","70-79","F",2
"2020-03-21","Hainaut","Wallonia","80-89","M",3
"2020-03-21","Hainaut","Wallonia","80-89","F",5
"2020-03-21","Hainaut","Wallonia","90+","M",2
"2020-03-21","Liège","Wallonia","20-29","M",2
"2020-03-21","Liège","Wallonia","20-29","F",5
"2020-03-21","Liège","Wallonia","30-39","M",4
"2020-03-21","Liège","Wallonia","30-39","F",12
"2020-03-21","Liège","Wallonia","40-49","M",3
"2020-03-21","Liège","Wallonia","40-49","F",4
"2020-03-21","Liège","Wallonia","50-59","M",5
"2020-03-21","Liège","Wallonia","50-59","F",6
"2020-03-21","Liège","Wallonia","60-69","M",7
"2020-03-21","Liège","Wallonia","60-69","F",2
"2020-03-21","Liège","Wallonia","70-79","M",5
"2020-03-21","Liège","Wallonia","70-79","F",5
"2020-03-21","Liège","Wallonia","80-89","M",3
"2020-03-21","Liège","Wallonia","80-89","F",5
"2020-03-21","Liège","Wallonia","90+","M",3
"2020-03-21","Liège","Wallonia","90+","F",3
"2020-03-21","Limburg","Flanders","20-29","F",2
"2020-03-21","Limburg","Flanders","30-39","M",2
"2020-03-21","Limburg","Flanders","30-39","F",7
"2020-03-21","Limburg","Flanders","40-49","M",4
"2020-03-21","Limburg","Flanders","40-49","F",7
"2020-03-21","Limburg","Flanders","50-59","M",6
"2020-03-21","Limburg","Flanders","50-59","F",4
"2020-03-21","Limburg","Flanders","60-69","M",1
"2020-03-21","Limburg","Flanders","60-69","F",4
"2020-03-21","Limburg","Flanders","70-79","M",3
"2020-03-21","Limburg","Flanders","70-79","F",5
"2020-03-21","Limburg","Flanders","80-89","M",9
"2020-03-21","Limburg","Flanders","80-89","F",4
"2020-03-21","Limburg","Flanders","90+","M",2
"2020-03-21","Limburg","Flanders","90+","F",2
"2020-03-21","Luxembourg","Wallonia","20-29","M",1
"2020-03-21","Luxembourg","Wallonia","30-39","M",2
"2020-03-21","Luxembourg","Wallonia","30-39","F",1
"2020-03-21","Luxembourg","Wallonia","40-49","M",3
"2020-03-21","Luxembourg","Wallonia","60-69","F",1
"2020-03-21","Namur","Wallonia","20-29","F",1
"2020-03-21","Namur","Wallonia","40-49","M",2
"2020-03-21","Namur","Wallonia","50-59","F",1
"2020-03-21","Namur","Wallonia","60-69","M",1
"2020-03-21","Namur","Wallonia","60-69","F",1
"2020-03-21","Namur","Wallonia","70-79","F",1
"2020-03-21","Namur","Wallonia","80-89","F",3
"2020-03-21","OostVlaanderen","Flanders","20-29","M",1
"2020-03-21","OostVlaanderen","Flanders","20-29","F",4
"2020-03-21","OostVlaanderen","Flanders","30-39","M",2
"2020-03-21","OostVlaanderen","Flanders","30-39","F",1
"2020-03-21","OostVlaanderen","Flanders","40-49","M",5
"2020-03-21","OostVlaanderen","Flanders","40-49","F",7
"2020-03-21","OostVlaanderen","Flanders","50-59","M",4
"2020-03-21","OostVlaanderen","Flanders","50-59","F",3
"2020-03-21","OostVlaanderen","Flanders","60-69","M",4
"2020-03-21","OostVlaanderen","Flanders","60-69","F",1
"2020-03-21","OostVlaanderen","Flanders","70-79","M",2
"2020-03-21","OostVlaanderen","Flanders","70-79","F",2
"2020-03-21","OostVlaanderen","Flanders","80-89","M",1
"2020-03-21","OostVlaanderen","Flanders","80-89","F",2
"2020-03-21","VlaamsBrabant","Flanders","20-29","F",2
"2020-03-21","VlaamsBrabant","Flanders","30-39","M",1
"2020-03-21","VlaamsBrabant","Flanders","30-39","F",3
"2020-03-21","VlaamsBrabant","Flanders","40-49","M",3
"2020-03-21","VlaamsBrabant","Flanders","40-49","F",4
"2020-03-21","VlaamsBrabant","Flanders","50-59","M",8
"2020-03-21","VlaamsBrabant","Flanders","50-59","F",4
"2020-03-21","VlaamsBrabant","Flanders","60-69","M",5
"2020-03-21","VlaamsBrabant","Flanders","60-69","F",5
"2020-03-21","VlaamsBrabant","Flanders","70-79","M",3
"2020-03-21","VlaamsBrabant","Flanders","70-79","F",1
"2020-03-21","VlaamsBrabant","Flanders","80-89","M",4
"2020-03-21","VlaamsBrabant","Flanders","80-89","F",2
"2020-03-21","VlaamsBrabant","Flanders","90+","M",2
"2020-03-21","WestVlaanderen","Flanders","20-29","M",2
"2020-03-21","WestVlaanderen","Flanders","30-39","M",1
"2020-03-21","WestVlaanderen","Flanders","30-39","F",1
"2020-03-21","WestVlaanderen","Flanders","40-49","F",1
"2020-03-21","WestVlaanderen","Flanders","50-59","M",6
"2020-03-21","WestVlaanderen","Flanders","50-59","F",4
"2020-03-21","WestVlaanderen","Flanders","60-69","M",6
"2020-03-21","WestVlaanderen","Flanders","60-69","F",2
"2020-03-21","WestVlaanderen","Flanders","70-79","M",1
"2020-03-21","WestVlaanderen","Flanders","70-79","F",3
"2020-03-21","WestVlaanderen","Flanders","80-89","M",5
"2020-03-21","WestVlaanderen","Flanders","80-89","F",3
"2020-03-21","WestVlaanderen","Flanders","90+","M",1
"2020-03-21","WestVlaanderen","Flanders","90+","F",1
"2020-03-22",NA,NA,"30-39","M",1
"2020-03-22",NA,NA,"40-49","F",1
"2020-03-22",NA,NA,"50-59","M",1
"2020-03-22",NA,NA,"50-59",NA,1
"2020-03-22",NA,NA,"60-69","M",1
"2020-03-22",NA,NA,"60-69","F",3
"2020-03-22",NA,NA,"70-79","M",2
"2020-03-22",NA,NA,"80-89","M",1
"2020-03-22",NA,NA,"80-89","F",1
"2020-03-22",NA,NA,"90+","M",1
"2020-03-22","Antwerpen","Flanders","0-9","M",1
"2020-03-22","Antwerpen","Flanders","20-29","F",1
"2020-03-22","Antwerpen","Flanders","30-39","M",4
"2020-03-22","Antwerpen","Flanders","30-39","F",1
"2020-03-22","Antwerpen","Flanders","40-49","M",4
"2020-03-22","Antwerpen","Flanders","40-49","F",4
"2020-03-22","Antwerpen","Flanders","50-59","M",4
"2020-03-22","Antwerpen","Flanders","50-59","F",7
"2020-03-22","Antwerpen","Flanders","60-69","M",6
"2020-03-22","Antwerpen","Flanders","60-69","F",4
"2020-03-22","Antwerpen","Flanders","70-79","M",6
"2020-03-22","Antwerpen","Flanders","70-79","F",3
"2020-03-22","Antwerpen","Flanders","80-89","M",7
"2020-03-22","Antwerpen","Flanders","80-89","F",3
"2020-03-22","BrabantWallon","Wallonia","20-29","M",1
"2020-03-22","BrabantWallon","Wallonia","20-29","F",2
"2020-03-22","BrabantWallon","Wallonia","30-39","M",1
"2020-03-22","BrabantWallon","Wallonia","40-49","M",2
"2020-03-22","BrabantWallon","Wallonia","40-49","F",1
"2020-03-22","BrabantWallon","Wallonia","50-59","M",2
"2020-03-22","BrabantWallon","Wallonia","50-59","F",1
"2020-03-22","BrabantWallon","Wallonia","60-69","M",1
"2020-03-22","BrabantWallon","Wallonia","60-69","F",3
"2020-03-22","BrabantWallon","Wallonia","70-79","M",3
"2020-03-22","BrabantWallon","Wallonia","70-79","F",3
"2020-03-22","BrabantWallon","Wallonia","80-89","M",3
"2020-03-22","Brussels","Brussels","20-29","M",2
"2020-03-22","Brussels","Brussels","20-29","F",2
"2020-03-22","Brussels","Brussels","30-39","M",8
"2020-03-22","Brussels","Brussels","30-39","F",3
"2020-03-22","Brussels","Brussels","40-49","M",6
"2020-03-22","Brussels","Brussels","40-49","F",6
"2020-03-22","Brussels","Brussels","50-59","M",10
"2020-03-22","Brussels","Brussels","50-59","F",7
"2020-03-22","Brussels","Brussels","60-69","M",5
"2020-03-22","Brussels","Brussels","60-69","F",2
"2020-03-22","Brussels","Brussels","70-79","M",3
"2020-03-22","Brussels","Brussels","70-79","F",4
"2020-03-22","Brussels","Brussels","80-89","M",2
"2020-03-22","Brussels","Brussels","80-89","F",1
"2020-03-22","Brussels","Brussels","90+","M",1
"2020-03-22","Brussels","Brussels","90+","F",3
"2020-03-22","Hainaut","Wallonia","10-19","M",1
"2020-03-22","Hainaut","Wallonia","20-29","F",2
"2020-03-22","Hainaut","Wallonia","30-39","M",1
"2020-03-22","Hainaut","Wallonia","30-39","F",4
"2020-03-22","Hainaut","Wallonia","40-49","M",4
"2020-03-22","Hainaut","Wallonia","40-49","F",6
"2020-03-22","Hainaut","Wallonia","50-59","M",4
"2020-03-22","Hainaut","Wallonia","50-59","F",10
"2020-03-22","Hainaut","Wallonia","60-69","M",4
"2020-03-22","Hainaut","Wallonia","60-69","F",3
"2020-03-22","Hainaut","Wallonia","70-79","M",7
"2020-03-22","Hainaut","Wallonia","70-79","F",4
"2020-03-22","Hainaut","Wallonia","80-89","M",9
"2020-03-22","Hainaut","Wallonia","80-89","F",4
"2020-03-22","Hainaut","Wallonia","90+","M",1
"2020-03-22","Hainaut","Wallonia","90+","F",1
"2020-03-22","Liège","Wallonia","0-9","F",1
"2020-03-22","Liège","Wallonia","20-29","M",2
"2020-03-22","Liège","Wallonia","20-29","F",1
"2020-03-22","Liège","Wallonia","30-39","M",3
"2020-03-22","Liège","Wallonia","30-39","F",7
"2020-03-22","Liège","Wallonia","40-49","M",7
"2020-03-22","Liège","Wallonia","40-49","F",6
"2020-03-22","Liège","Wallonia","50-59","M",9
"2020-03-22","Liège","Wallonia","50-59","F",8
"2020-03-22","Liège","Wallonia","60-69","M",2
"2020-03-22","Liège","Wallonia","70-79","M",3
"2020-03-22","Liège","Wallonia","70-79","F",4
"2020-03-22","Liège","Wallonia","80-89","M",1
"2020-03-22","Liège","Wallonia","80-89","F",4
"2020-03-22","Liège","Wallonia","90+","F",2
"2020-03-22","Limburg","Flanders","20-29","M",2
"2020-03-22","Limburg","Flanders","20-29","F",2
"2020-03-22","Limburg","Flanders","30-39","F",3
"2020-03-22","Limburg","Flanders","40-49","M",2
"2020-03-22","Limburg","Flanders","40-49","F",4
"2020-03-22","Limburg","Flanders","50-59","M",1
"2020-03-22","Limburg","Flanders","50-59","F",5
"2020-03-22","Limburg","Flanders","60-69","M",7
"2020-03-22","Limburg","Flanders","60-69","F",4
"2020-03-22","Limburg","Flanders","70-79","M",4
"2020-03-22","Limburg","Flanders","70-79","F",1
"2020-03-22","Limburg","Flanders","80-89","M",6
"2020-03-22","Limburg","Flanders","80-89","F",4
"2020-03-22","Luxembourg","Wallonia","20-29","F",1
"2020-03-22","Luxembourg","Wallonia","40-49","F",1
"2020-03-22","Luxembourg","Wallonia","50-59","M",1
"2020-03-22","Luxembourg","Wallonia","50-59","F",2
"2020-03-22","Luxembourg","Wallonia","60-69","M",2
"2020-03-22","Luxembourg","Wallonia","70-79","M",3
"2020-03-22","Luxembourg","Wallonia","80-89","M",1
"2020-03-22","Luxembourg","Wallonia","90+","M",1
"2020-03-22","Namur","Wallonia","20-29","F",2
"2020-03-22","Namur","Wallonia","30-39","F",2
"2020-03-22","Namur","Wallonia","40-49","F",1
"2020-03-22","Namur","Wallonia","50-59","M",3
"2020-03-22","Namur","Wallonia","50-59","F",1
"2020-03-22","Namur","Wallonia","60-69","M",1
"2020-03-22","Namur","Wallonia","70-79","F",2
